Latitude (decimal degrees):	36.984
Longitude (decimal degrees):	-6.432
Elevation (m):	1
Radiation database:	PVGIS-SARAH


Slope: - deg. 
Azimuth: - deg. 
time,G(i),H_sun,T2m,WS10m,Int
20140726:1909,172.88,4.4,24.59,3.54,0.0
20140726:2009,0.0,0.0,23.5,3.35,0.0
20140726:2109,0.0,0.0,22.41,3.16,0.0
20140726:2209,0.0,0.0,22.18,2.86,0.0
20140726:2309,0.0,0.0,21.95,2.57,0.0
20140727:0009,0.0,0.0,21.73,2.28,0.0
20140727:0109,0.0,0.0,21.37,2.24,0.0
20140727:0209,0.0,0.0,21.02,2.21,0.0
20140727:0309,0.0,0.0,20.66,2.18,0.0
20140727:0409,0.0,0.0,20.54,2.05,0.0
20140727:0509,0.0,0.0,20.43,1.91,0.0
20140727:0609,66.51,7.21,20.31,1.78,0.0
20140727:0709,192.46,18.8,21.71,2.07,0.0
20140727:0809,206.65,30.7,23.11,2.36,0.0
20140727:0909,273.89,42.66,24.51,2.65,0.0
20140727:1009,941.91,54.29,25.42,3.23,0.0
20140727:1109,1039.13,64.76,26.32,3.81,0.0
20140727:1209,1039.21,71.61,27.22,4.39,0.0
20140727:1309,1033.91,70.43,27.16,4.72,0.0
20140727:1409,1025.25,62.23,27.1,5.06,0.0
20140727:1509,994.79,51.31,27.04,5.39,0.0
20140727:1609,951.54,39.55,26.22,5.19,0.0
20140727:1709,863.49,27.58,25.41,4.99,0.0
20140727:1809,664.7,15.73,24.59,4.79,0.0
20140727:1909,176.17,4.27,23.57,4.3,0.0
20140727:2009,0.0,0.0,22.55,3.81,0.0
20140727:2109,0.0,0.0,21.52,3.32,0.0
20140727:2209,0.0,0.0,21.38,3.24,0.0
20140727:2309,0.0,0.0,21.23,3.15,0.0
20140728:0009,0.0,0.0,21.09,3.06,0.0
20140728:0109,0.0,0.0,20.8,2.87,0.0
20140728:0209,0.0,0.0,20.52,2.69,0.0
20140728:0309,0.0,0.0,20.23,2.5,0.0
20140728:0409,0.0,0.0,20.12,2.29,0.0
20140728:0509,0.0,0.0,20.01,2.07,0.0
20140728:0609,165.59,7.08,19.9,1.86,0.0
20140728:0709,284.22,18.68,21.25,2.29,0.0
20140728:0809,790.02,30.58,22.6,2.71,0.0
20140728:0909,950.99,42.54,23.95,3.13,0.0
20140728:1009,1007.65,54.15,24.77,3.71,0.0
20140728:1109,1027.43,64.59,25.59,4.28,0.0
20140728:1209,1039.55,71.39,26.4,4.86,0.0
20140728:1309,1033.2,70.22,26.56,5.14,0.0
20140728:1409,1030.85,62.06,26.72,5.42,0.0
20140728:1509,1014.83,51.18,26.88,5.7,0.0
20140728:1609,943.4,39.42,26.23,5.58,0.0
20140728:1709,862.12,27.45,25.59,5.46,0.0
20140728:1809,654.09,15.6,24.94,5.34,0.0
20140728:1909,148.41,4.12,23.98,5.07,0.0
20140728:2009,0.0,0.0,23.02,4.8,0.0
20140728:2109,0.0,0.0,22.06,4.54,0.0
20140728:2209,0.0,0.0,21.86,4.6,0.0
20140728:2309,0.0,0.0,21.66,4.66,0.0
20140729:0009,0.0,0.0,21.46,4.72,0.0
20140729:0109,0.0,0.0,21.25,4.34,0.0
20140729:0209,0.0,0.0,21.05,3.97,0.0
20140729:0309,0.0,0.0,20.84,3.6,0.0
20140729:0409,0.0,0.0,20.7,3.43,0.0
20140729:0509,0.0,0.0,20.56,3.25,0.0
20140729:0609,112.14,6.94,20.42,3.08,0.0
20140729:0709,150.83,18.55,21.71,3.68,0.0
20140729:0809,282.01,30.46,23.0,4.29,0.0
20140729:0909,494.5,42.41,24.29,4.9,0.0
20140729:1009,843.9,54.02,25.01,4.9,0.0
20140729:1109,955.05,64.42,25.73,4.91,0.0
20140729:1209,876.36,71.17,26.45,4.91,0.0
20140729:1309,1005.17,70.0,26.56,4.86,0.0
20140729:1409,1031.3,61.9,26.66,4.8,0.0
20140729:1509,987.88,51.04,26.77,4.74,0.0
20140729:1609,951.46,39.29,25.99,4.62,0.0
20140729:1709,845.13,27.32,25.2,4.49,0.0
20140729:1809,650.75,15.47,24.42,4.36,0.0
20140729:1909,151.74,3.98,23.39,3.72,0.0
20140729:2009,0.0,0.0,22.37,3.09,0.0
20140729:2109,0.0,0.0,21.34,2.46,0.0
20140729:2209,0.0,0.0,21.19,2.17,0.0
20140729:2309,0.0,0.0,21.03,1.89,0.0
20140730:0009,0.0,0.0,20.87,1.6,0.0
20140730:0109,0.0,0.0,20.43,1.84,0.0
20140730:0209,0.0,0.0,20.0,2.09,0.0
20140730:0309,0.0,0.0,19.57,2.33,0.0
20140730:0409,0.0,0.0,19.5,1.89,0.0
20140730:0509,0.0,0.0,19.42,1.46,0.0
20140730:0609,68.39,6.8,19.35,1.02,0.0
20140730:0709,134.03,18.42,20.81,1.12,0.0
20140730:0809,642.75,30.34,22.28,1.21,0.0
20140730:0909,723.02,42.29,23.74,1.31,0.0
20140730:1009,913.79,53.88,24.86,1.46,0.0
20140730:1109,1015.97,64.24,25.97,1.61,0.0
20140730:1209,1040.37,70.94,27.08,1.77,0.0
20140730:1309,1022.68,69.78,27.32,3.07,0.0
20140730:1409,1030.75,61.72,27.55,4.37,0.0
20140730:1509,994.04,50.89,27.79,5.67,0.0
20140730:1609,957.86,39.16,26.78,5.39,0.0
20140730:1709,843.93,27.19,25.78,5.12,0.0
20140730:1809,623.27,15.33,24.77,4.84,0.0
20140730:1909,118.98,3.83,23.68,4.45,0.0
20140730:2009,0.0,0.0,22.6,4.05,0.0
20140730:2109,0.0,0.0,21.51,3.66,0.0
20140730:2209,0.0,0.0,21.35,3.27,0.0
20140730:2309,0.0,0.0,21.18,2.89,0.0
20140731:0009,0.0,0.0,21.02,2.51,0.0
20140731:0109,0.0,0.0,20.64,2.39,0.0
20140731:0209,0.0,0.0,20.26,2.27,0.0
20140731:0309,0.0,0.0,19.88,2.15,0.0
20140731:0409,0.0,0.0,19.71,1.94,0.0
20140731:0509,0.0,0.0,19.54,1.73,0.0
20140731:0609,14.83,6.67,19.37,1.52,0.0
20140731:0709,57.21,18.3,20.56,2.46,0.0
20140731:0809,138.48,30.22,21.75,3.39,0.0
20140731:0909,219.64,42.16,22.94,4.33,0.0
20140731:1009,553.19,53.73,23.64,4.27,0.0
20140731:1109,572.24,64.06,24.34,4.21,0.0
20140731:1209,959.16,70.71,25.04,4.15,0.0
20140731:1309,981.74,69.55,25.06,4.44,0.0
20140731:1409,1025.04,61.54,25.07,4.72,0.0
20140731:1509,938.93,50.74,25.08,5.01,0.0
20140731:1609,911.38,39.02,24.31,5.08,0.0
20140731:1709,704.58,27.05,23.55,5.14,0.0
20140731:1809,672.22,15.18,22.78,5.21,0.0
20140731:1909,158.41,3.67,21.78,4.98,0.0
20140731:2009,0.0,0.0,20.78,4.75,0.0
20140731:2109,0.0,0.0,19.77,4.52,0.0
20140731:2209,0.0,0.0,19.69,4.32,0.0
20140731:2309,0.0,0.0,19.61,4.11,0.0
20140801:0009,0.0,0.0,19.53,3.9,0.0
20140801:0109,0.0,0.0,19.52,4.07,0.0
20140801:0209,0.0,0.0,19.51,4.24,0.0
20140801:0309,0.0,0.0,19.51,4.41,0.0
20140801:0409,0.0,0.0,19.26,4.21,0.0
20140801:0509,0.0,0.0,19.02,4.0,0.0
20140801:0609,30.63,6.53,18.78,3.79,0.0
20140801:0709,81.78,18.17,19.92,4.09,0.0
20140801:0809,306.17,30.09,21.07,4.38,0.0
20140801:0909,309.54,42.03,22.21,4.68,0.0
20140801:1009,544.3,53.59,23.17,4.91,0.0
20140801:1109,678.63,63.88,24.13,5.14,0.0
20140801:1209,1014.65,70.47,25.09,5.38,0.0
20140801:1309,978.94,69.32,25.56,5.42,0.0
20140801:1409,1027.58,61.35,26.03,5.46,0.0
20140801:1509,1018.02,50.58,26.5,5.5,0.0
20140801:1609,977.24,38.87,25.79,5.87,0.0
20140801:1709,881.71,26.9,25.09,6.24,0.0
20140801:1809,675.11,15.03,24.39,6.61,0.0
20140801:1909,1.87,3.51,23.66,5.97,0.0
20140801:2009,0.0,0.0,22.93,5.34,0.0
20140801:2109,0.0,0.0,22.2,4.7,0.0
20140801:2209,0.0,0.0,22.06,4.67,0.0
20140801:2309,0.0,0.0,21.92,4.63,0.0
20140802:0009,0.0,0.0,21.78,4.59,0.0
20140802:0109,0.0,0.0,21.44,4.32,0.0
20140802:0209,0.0,0.0,21.1,4.05,0.0
20140802:0309,0.0,0.0,20.76,3.78,0.0
20140802:0409,0.0,0.0,20.33,3.82,0.0
20140802:0509,0.0,0.0,19.91,3.86,0.0
20140802:0609,432.76,6.39,19.49,3.9,0.0
20140802:0709,787.8,18.04,20.76,4.02,0.0
20140802:0809,930.62,29.97,22.04,4.14,0.0
20140802:0909,945.38,41.9,23.31,4.26,0.0
20140802:1009,1010.36,53.44,24.38,4.68,0.0
20140802:1109,1069.19,63.69,25.46,5.1,0.0
20140802:1209,1075.43,70.23,26.54,5.52,0.0
20140802:1309,1075.37,69.08,26.63,5.9,0.0
20140802:1409,1056.43,61.16,26.71,6.28,0.0
20140802:1509,1011.37,50.42,26.8,6.66,0.0
20140802:1609,961.16,38.72,25.92,6.72,0.0
20140802:1709,863.08,26.76,25.04,6.78,0.0
20140802:1809,688.32,14.88,24.16,6.84,0.0
20140802:1909,1.87,3.34,23.46,6.34,0.0
20140802:2009,0.0,0.0,22.76,5.85,0.0
20140802:2109,0.0,0.0,22.06,5.35,0.0
20140802:2209,0.0,0.0,21.99,4.33,0.0
20140802:2309,0.0,0.0,21.93,3.31,0.0
20140803:0009,0.0,0.0,21.87,2.29,0.0
20140803:0109,0.0,0.0,21.68,2.26,0.0
20140803:0209,0.0,0.0,21.49,2.23,0.0
20140803:0309,0.0,0.0,21.31,2.21,0.0
20140803:0409,0.0,0.0,21.02,2.23,0.0
20140803:0509,0.0,0.0,20.74,2.24,0.0
20140803:0609,389.32,6.25,20.45,2.26,0.0
20140803:0709,726.72,17.91,21.85,2.5,0.0
20140803:0809,898.73,29.84,23.25,2.73,0.0
20140803:0909,981.14,41.77,24.65,2.97,0.0
20140803:1009,1041.28,53.29,25.74,3.25,0.0
20140803:1109,1035.97,63.5,26.83,3.54,0.0
20140803:1209,1065.13,69.98,27.92,3.82,0.0
20140803:1309,1048.15,68.83,28.11,4.68,0.0
20140803:1409,1057.35,60.96,28.3,5.54,0.0
20140803:1509,1030.5,50.25,28.5,6.4,0.0
20140803:1609,975.45,38.56,27.58,6.4,0.0
20140803:1709,879.34,26.6,26.66,6.4,0.0
20140803:1809,718.54,14.71,25.74,6.4,0.0
20140803:1909,1.86,3.17,24.94,5.71,0.0
20140803:2009,0.0,0.0,24.14,5.02,0.0
20140803:2109,0.0,0.0,23.34,4.33,0.0
20140803:2209,0.0,0.0,23.24,3.43,0.0
20140803:2309,0.0,0.0,23.15,2.54,0.0
20140804:0009,0.0,0.0,23.06,1.64,0.0
20140804:0109,0.0,0.0,22.82,1.26,0.0
20140804:0209,0.0,0.0,22.58,0.87,0.0
20140804:0309,0.0,0.0,22.35,0.48,0.0
20140804:0409,0.0,0.0,21.97,0.37,0.0
20140804:0509,0.0,0.0,21.6,0.25,0.0
20140804:0609,396.64,6.11,21.23,0.14,0.0
20140804:0709,742.06,17.78,22.66,0.51,0.0
20140804:0809,912.37,29.72,24.08,0.87,0.0
20140804:0909,988.62,41.64,25.51,1.24,0.0
20140804:1009,1028.8,53.14,26.54,2.23,0.0
20140804:1109,1058.68,63.31,27.58,3.22,0.0
20140804:1209,1059.25,69.73,28.62,4.21,0.0
20140804:1309,1053.54,68.58,28.66,4.69,0.0
20140804:1409,1045.77,60.76,28.7,5.16,0.0
20140804:1509,1017.55,50.07,28.74,5.64,0.0
20140804:1609,953.58,38.4,27.93,5.68,0.0
20140804:1709,860.75,26.44,27.12,5.72,0.0
20140804:1809,672.64,14.55,26.32,5.77,0.0
20140804:1909,1.86,2.99,25.6,4.91,0.0
20140804:2009,0.0,0.0,24.88,4.06,0.0
20140804:2109,0.0,0.0,24.16,3.21,0.0
20140804:2209,0.0,0.0,23.98,3.11,0.0
20140804:2309,0.0,0.0,23.81,3.01,0.0
20140805:0009,0.0,0.0,23.63,2.91,0.0
20140805:0109,0.0,0.0,23.27,2.92,0.0
20140805:0209,0.0,0.0,22.9,2.93,0.0
20140805:0309,0.0,0.0,22.54,2.94,0.0
20140805:0409,0.0,0.0,22.03,2.74,0.0
20140805:0509,0.0,0.0,21.53,2.53,0.0
20140805:0609,380.45,5.96,21.03,2.33,0.0
20140805:0709,739.81,17.65,22.44,2.0,0.0
20140805:0809,887.49,29.59,23.85,1.67,0.0
20140805:0909,981.39,41.51,25.26,1.34,0.0
20140805:1009,1009.97,52.99,26.5,2.01,0.0
20140805:1109,1058.35,63.11,27.75,2.69,0.0
20140805:1209,1037.57,69.47,28.99,3.37,0.0
20140805:1309,1037.28,68.32,29.32,3.72,0.0
20140805:1409,1027.63,60.54,29.65,4.08,0.0
20140805:1509,977.28,49.89,29.98,4.44,0.0
20140805:1609,944.76,38.23,29.18,4.52,0.0
20140805:1709,834.28,26.27,28.38,4.6,0.0
20140805:1809,637.8,14.38,27.59,4.68,0.0
20140805:1909,1.85,2.81,26.82,4.03,0.0
20140805:2009,0.0,0.0,26.05,3.39,0.0
20140805:2109,0.0,0.0,25.29,2.74,0.0
20140805:2209,0.0,0.0,25.07,2.9,0.0
20140805:2309,0.0,0.0,24.86,3.05,0.0
20140806:0009,0.0,0.0,24.64,3.2,0.0
20140806:0109,0.0,0.0,24.16,3.21,0.0
20140806:0209,0.0,0.0,23.68,3.23,0.0
20140806:0309,0.0,0.0,23.2,3.24,0.0
20140806:0409,0.0,0.0,22.68,2.94,0.0
20140806:0509,0.0,0.0,22.17,2.64,0.0
20140806:0609,353.94,5.82,21.65,2.34,0.0
20140806:0709,719.44,17.51,23.03,1.77,0.0
20140806:0809,879.47,29.46,24.41,1.2,0.0
20140806:0909,980.73,41.37,25.79,0.62,0.0
20140806:1009,1023.0,52.83,26.98,1.74,0.0
20140806:1109,1053.07,62.91,28.18,2.86,0.0
20140806:1209,1054.19,69.21,29.37,3.99,0.0
20140806:1309,1054.26,68.06,29.47,4.18,0.0
20140806:1409,1050.89,60.33,29.57,4.38,0.0
20140806:1509,1022.91,49.71,29.67,4.58,0.0
20140806:1609,974.01,38.06,28.86,4.51,0.0
20140806:1709,875.21,26.1,28.05,4.43,0.0
20140806:1809,681.16,14.2,27.24,4.36,0.0
20140806:1909,1.23,2.63,26.48,3.93,0.0
20140806:2009,0.0,0.0,25.72,3.49,0.0
20140806:2109,0.0,0.0,24.97,3.06,0.0
20140806:2209,0.0,0.0,24.85,2.34,0.0
20140806:2309,0.0,0.0,24.73,1.62,0.0
20140807:0009,0.0,0.0,24.61,0.9,0.0
20140807:0109,0.0,0.0,24.31,1.42,0.0
20140807:0209,0.0,0.0,24.01,1.94,0.0
20140807:0309,0.0,0.0,23.71,2.47,0.0
20140807:0409,0.0,0.0,23.26,1.72,0.0
20140807:0509,0.0,0.0,22.82,0.97,0.0
20140807:0609,360.73,5.68,22.38,0.22,0.0
20140807:0709,692.14,17.38,23.72,0.37,0.0
20140807:0809,893.76,29.33,25.06,0.51,0.0
20140807:0909,986.76,41.24,26.4,0.66,0.0
20140807:1009,1040.85,52.68,27.43,1.41,0.0
20140807:1109,1064.91,62.71,28.47,2.15,0.0
20140807:1209,1065.22,68.95,29.5,2.9,0.0
20140807:1309,1059.89,67.79,29.69,3.6,0.0
20140807:1409,1050.97,60.1,29.87,4.29,0.0
20140807:1509,1029.63,49.52,30.06,4.99,0.0
20140807:1609,972.94,37.88,29.19,4.63,0.0
20140807:1709,872.95,25.93,28.32,4.27,0.0
20140807:1809,685.96,14.02,27.46,3.9,0.0
20140807:1909,1.23,2.43,26.69,3.39,0.0
20140807:2009,0.0,0.0,25.93,2.87,0.0
20140807:2109,0.0,0.0,25.17,2.36,0.0
20140807:2209,0.0,0.0,24.99,1.89,0.0
20140807:2309,0.0,0.0,24.82,1.43,0.0
20140808:0009,0.0,0.0,24.64,0.97,0.0
20140808:0109,0.0,0.0,24.24,0.78,0.0
20140808:0209,0.0,0.0,23.84,0.59,0.0
20140808:0309,0.0,0.0,23.45,0.4,0.0
20140808:0409,0.0,0.0,23.02,1.09,0.0
20140808:0509,0.0,0.0,22.6,1.78,0.0
20140808:0609,330.74,5.53,22.17,2.47,0.0
20140808:0709,722.8,17.25,23.57,1.76,0.0
20140808:0809,885.08,29.2,24.98,1.04,0.0
20140808:0909,993.07,41.1,26.38,0.33,0.0
20140808:1009,1015.96,52.52,27.41,1.37,0.0
20140808:1109,1042.51,62.51,28.45,2.4,0.0
20140808:1209,1026.42,68.68,29.49,3.43,0.0
20140808:1309,1025.27,67.52,29.81,4.04,0.0
20140808:1409,1027.63,59.87,30.13,4.64,0.0
20140808:1509,989.59,49.32,30.45,5.24,0.0
20140808:1609,927.99,37.7,29.58,5.2,0.0
20140808:1709,845.89,25.75,28.71,5.15,0.0
20140808:1809,648.24,13.84,27.84,5.1,0.0
20140808:1909,1.23,2.24,26.99,4.32,0.0
20140808:2009,0.0,0.0,26.14,3.54,0.0
20140808:2109,0.0,0.0,25.29,2.76,0.0
20140808:2209,0.0,0.0,25.07,2.76,0.0
20140808:2309,0.0,0.0,24.86,2.77,0.0
20140809:0009,0.0,0.0,24.65,2.77,0.0
20140809:0109,0.0,0.0,24.31,2.7,0.0
20140809:0209,0.0,0.0,23.97,2.63,0.0
20140809:0309,0.0,0.0,23.63,2.55,0.0
20140809:0409,0.0,0.0,23.19,2.52,0.0
20140809:0509,0.0,0.0,22.76,2.5,0.0
20140809:0609,310.07,5.39,22.33,2.47,0.0
20140809:0709,678.3,17.11,23.72,2.41,0.0
20140809:0809,833.94,29.07,25.1,2.35,0.0
20140809:0909,985.94,40.96,26.49,2.29,0.0
20140809:1009,1029.27,52.36,27.51,3.07,0.0
20140809:1109,1064.56,62.3,28.54,3.84,0.0
20140809:1209,1043.47,68.41,29.56,4.62,0.0
20140809:1309,1059.97,67.24,29.6,5.04,0.0
20140809:1409,1051.37,59.64,29.64,5.47,0.0
20140809:1509,1022.43,49.11,29.68,5.89,0.0
20140809:1609,972.22,37.51,28.72,6.02,0.0
20140809:1709,877.98,25.56,27.77,6.15,0.0
20140809:1809,661.62,13.65,26.82,6.28,0.0
20140809:1909,0.0,0.0,25.95,5.32,0.0
20140809:2009,0.0,0.0,25.09,4.36,0.0
20140809:2109,0.0,0.0,24.23,3.41,0.0
20140809:2209,0.0,0.0,23.99,3.33,0.0
20140809:2309,0.0,0.0,23.76,3.26,0.0
20140810:0009,0.0,0.0,23.52,3.19,0.0
20140810:0109,0.0,0.0,23.23,2.91,0.0
20140810:0209,0.0,0.0,22.94,2.64,0.0
20140810:0309,0.0,0.0,22.65,2.37,0.0
20140810:0409,0.0,0.0,22.25,2.54,0.0
20140810:0509,0.0,0.0,21.86,2.7,0.0
20140810:0609,339.98,5.24,21.46,2.87,0.0
20140810:0709,724.42,16.98,22.8,2.77,0.0
20140810:0809,890.88,28.93,24.13,2.68,0.0
20140810:0909,1000.05,40.82,25.47,2.58,0.0
20140810:1009,1028.95,52.19,26.55,3.37,0.0
20140810:1109,1059.45,62.09,27.63,4.15,0.0
20140810:1209,1054.82,68.13,28.71,4.94,0.0
20140810:1309,1042.75,66.96,28.89,5.21,0.0
20140810:1409,1034.47,59.4,29.07,5.49,0.0
20140810:1509,1009.46,48.91,29.25,5.77,0.0
20140810:1609,963.76,37.32,28.36,5.8,0.0
20140810:1709,859.57,25.37,27.47,5.84,0.0
20140810:1809,659.02,13.45,26.59,5.88,0.0
20140810:1909,0.0,0.0,25.81,5.06,0.0
20140810:2009,0.0,0.0,25.03,4.25,0.0
20140810:2109,0.0,0.0,24.26,3.43,0.0
20140810:2209,0.0,0.0,24.1,3.11,0.0
20140810:2309,0.0,0.0,23.95,2.79,0.0
20140811:0009,0.0,0.0,23.8,2.47,0.0
20140811:0109,0.0,0.0,23.59,2.45,0.0
20140811:0209,0.0,0.0,23.38,2.43,0.0
20140811:0309,0.0,0.0,23.17,2.41,0.0
20140811:0409,0.0,0.0,22.82,2.29,0.0
20140811:0509,0.0,0.0,22.47,2.16,0.0
20140811:0609,319.08,5.09,22.12,2.03,0.0
20140811:0709,722.1,16.84,23.39,1.92,0.0
20140811:0809,889.96,28.8,24.66,1.81,0.0
20140811:0909,993.04,40.68,25.93,1.7,0.0
20140811:1009,1009.86,52.03,26.82,2.78,0.0
20140811:1109,1036.76,61.87,27.72,3.86,0.0
20140811:1209,1032.89,67.85,28.61,4.94,0.0
20140811:1309,1042.89,66.67,28.79,5.37,0.0
20140811:1409,1003.79,59.15,28.97,5.8,0.0
20140811:1509,996.12,48.69,29.16,6.23,0.0
20140811:1609,955.18,37.12,28.27,6.0,0.0
20140811:1709,849.19,25.18,27.38,5.77,0.0
20140811:1809,645.0,13.25,26.5,5.53,0.0
20140811:1909,0.0,0.0,25.74,4.84,0.0
20140811:2009,0.0,0.0,24.98,4.14,0.0
20140811:2109,0.0,0.0,24.22,3.45,0.0
20140811:2209,0.0,0.0,24.1,2.9,0.0
20140811:2309,0.0,0.0,23.99,2.34,0.0
20140812:0009,0.0,0.0,23.88,1.79,0.0
20140812:0109,0.0,0.0,23.64,1.86,0.0
20140812:0209,0.0,0.0,23.39,1.92,0.0
20140812:0309,0.0,0.0,23.15,1.99,0.0
20140812:0409,0.0,0.0,22.7,2.22,0.0
20140812:0509,0.0,0.0,22.25,2.45,0.0
20140812:0609,273.72,4.95,21.8,2.68,0.0
20140812:0709,661.03,16.71,23.16,2.0,0.0
20140812:0809,881.12,28.67,24.52,1.33,0.0
20140812:0909,970.72,40.54,25.88,0.66,0.0
20140812:1009,1022.21,51.86,27.1,1.7,0.0
20140812:1109,1054.28,61.65,28.32,2.74,0.0
20140812:1209,1054.9,67.57,29.54,3.78,0.0
20140812:1309,1054.79,66.38,29.74,4.26,0.0
20140812:1409,1046.03,58.9,29.94,4.74,0.0
20140812:1509,1028.11,48.47,30.14,5.23,0.0
20140812:1609,969.69,36.91,29.36,5.2,0.0
20140812:1709,864.69,24.98,28.58,5.18,0.0
20140812:1809,654.43,13.05,27.8,5.16,0.0
20140812:1909,0.0,0.0,27.05,4.6,0.0
20140812:2009,0.0,0.0,26.3,4.05,0.0
20140812:2109,0.0,0.0,25.56,3.49,0.0
20140812:2209,0.0,0.0,25.19,3.94,0.0
20140812:2309,0.0,0.0,24.83,4.4,0.0
20140813:0009,0.0,0.0,24.47,4.86,0.0
20140813:0109,0.0,0.0,24.04,4.46,0.0
20140813:0209,0.0,0.0,23.61,4.07,0.0
20140813:0309,0.0,0.0,23.19,3.68,0.0
20140813:0409,0.0,0.0,22.78,3.59,0.0
20140813:0509,0.0,0.0,22.37,3.49,0.0
20140813:0609,277.0,4.8,21.96,3.39,0.0
20140813:0709,708.95,16.57,23.19,3.6,0.0
20140813:0809,878.58,28.53,24.43,3.82,0.0
20140813:0909,992.24,40.39,25.66,4.03,0.0
20140813:1009,1015.56,51.69,26.79,4.1,0.0
20140813:1109,1054.26,61.43,27.93,4.17,0.0
20140813:1209,1049.28,67.28,29.06,4.23,0.0
20140813:1309,1055.08,66.08,29.48,5.29,0.0
20140813:1409,1039.94,58.64,29.89,6.34,0.0
20140813:1509,1015.37,48.25,30.31,7.39,0.0
20140813:1609,968.95,36.7,29.53,7.15,0.0
20140813:1709,852.85,24.77,28.75,6.91,0.0
20140813:1809,643.68,12.84,27.97,6.68,0.0
20140813:1909,0.0,0.0,27.06,6.05,0.0
20140813:2009,0.0,0.0,26.15,5.42,0.0
20140813:2109,0.0,0.0,25.25,4.79,0.0
20140813:2209,0.0,0.0,24.91,4.62,0.0
20140813:2309,0.0,0.0,24.58,4.46,0.0
20140814:0009,0.0,0.0,24.25,4.29,0.0
20140814:0109,0.0,0.0,23.71,3.94,0.0
20140814:0209,0.0,0.0,23.17,3.6,0.0
20140814:0309,0.0,0.0,22.64,3.26,0.0
20140814:0409,0.0,0.0,22.1,3.03,0.0
20140814:0509,0.0,0.0,21.57,2.8,0.0
20140814:0609,270.27,4.65,21.03,2.58,0.0
20140814:0709,706.49,16.43,22.47,2.5,0.0
20140814:0809,870.32,28.4,23.9,2.42,0.0
20140814:0909,970.07,40.25,25.34,2.34,0.0
20140814:1009,989.41,51.52,26.65,2.59,0.0
20140814:1109,1024.91,61.21,27.97,2.84,0.0
20140814:1209,1015.33,66.99,29.28,3.09,0.0
20140814:1309,1019.86,65.78,29.35,3.5,0.0
20140814:1409,996.74,58.38,29.41,3.92,0.0
20140814:1509,973.92,48.02,29.48,4.33,0.0
20140814:1609,921.54,36.49,28.65,4.73,0.0
20140814:1709,825.62,24.56,27.82,5.13,0.0
20140814:1809,638.38,12.63,26.99,5.53,0.0
20140814:1909,0.0,0.0,26.19,4.77,0.0
20140814:2009,0.0,0.0,25.39,4.01,0.0
20140814:2109,0.0,0.0,24.6,3.26,0.0
20140814:2209,0.0,0.0,24.47,3.05,0.0
20140814:2309,0.0,0.0,24.34,2.85,0.0
20140815:0009,0.0,0.0,24.21,2.65,0.0
20140815:0109,0.0,0.0,23.51,2.63,0.0
20140815:0209,0.0,0.0,22.8,2.62,0.0
20140815:0309,0.0,0.0,22.1,2.61,0.0
20140815:0409,0.0,0.0,21.68,2.55,0.0
20140815:0509,0.0,0.0,21.26,2.49,0.0
20140815:0609,230.42,4.5,20.84,2.43,0.0
20140815:0709,686.37,16.29,22.53,1.74,0.0
20140815:0809,884.83,28.26,24.23,1.06,0.0
20140815:0909,983.31,40.1,25.92,0.37,0.0
20140815:1009,1021.59,51.34,27.68,1.22,0.0
20140815:1109,1054.36,60.98,29.45,2.06,0.0
20140815:1209,1055.46,66.69,31.21,2.91,0.0
20140815:1309,1066.58,65.47,30.73,3.66,0.0
20140815:1409,1040.05,58.11,30.24,4.42,0.0
20140815:1509,1021.24,47.78,29.76,5.17,0.0
20140815:1609,967.83,36.27,28.89,5.17,0.0
20140815:1709,848.46,24.35,28.02,5.17,0.0
20140815:1809,608.78,12.41,27.16,5.17,0.0
20140815:1909,0.0,0.0,26.4,4.55,0.0
20140815:2009,0.0,0.0,25.64,3.92,0.0
20140815:2109,0.0,0.0,24.88,3.3,0.0
20140815:2209,0.0,0.0,24.7,3.1,0.0
20140815:2309,0.0,0.0,24.52,2.91,0.0
20140816:0009,0.0,0.0,24.34,2.72,0.0
20140816:0109,0.0,0.0,23.9,2.21,0.0
20140816:0209,0.0,0.0,23.46,1.7,0.0
20140816:0309,0.0,0.0,23.02,1.19,0.0
20140816:0409,0.0,0.0,22.56,1.43,0.0
20140816:0509,0.0,0.0,22.11,1.68,0.0
20140816:0609,235.64,4.35,21.65,1.93,0.0
20140816:0709,683.66,16.15,22.99,2.09,0.0
20140816:0809,876.66,28.12,24.32,2.25,0.0
20140816:0909,982.97,39.95,25.66,2.41,0.0
20140816:1009,1021.46,51.17,27.5,2.73,0.0
20140816:1109,1048.15,60.75,29.35,3.04,0.0
20140816:1209,1049.91,66.39,31.19,3.35,0.0
20140816:1309,1055.37,65.16,31.43,3.86,0.0
20140816:1409,1046.27,57.84,31.66,4.37,0.0
20140816:1509,1014.11,47.54,31.9,4.88,0.0
20140816:1609,951.8,36.05,31.15,4.65,0.0
20140816:1709,830.16,24.13,30.41,4.41,0.0
20140816:1809,556.0,12.19,29.67,4.18,0.0
20140816:1909,0.0,0.0,28.14,3.59,0.0
20140816:2009,0.0,0.0,26.61,3.0,0.0
20140816:2109,0.0,0.0,25.08,2.41,0.0
20140816:2209,0.0,0.0,24.78,2.18,0.0
20140816:2309,0.0,0.0,24.49,1.95,0.0
20140817:0009,0.0,0.0,24.19,1.72,0.0
