DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux		qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	PA_1_1_1	P_RAIN_1_1_1	TA_1_1_1	CHK
DATA	2021-05-28T113000_smart3-00433.ghg	28/05/2021	12:00:00	148.4999	1	18000	18000	-0.181711	0	NaN	190.395	0	NaN	313.874	0	NaN	-6.15229	0.132889464	NaN	7.16802	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.74E-12	-2.41E-13	NaN	NaN	16.7521	418.851	426.345	0	0	703.024	17.5776	17.8921	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.444	302.754	101235	1.15726	1015.4	0.0250028	0.464487	0.0126685	1770	4133.66	0.010947	42.8192	2363.66	288.742	-3.03087	-2.17459	0.108621	3.73187	5.23E-14	-3.43E-16	3.73187	7.18679	39.4145	215.659	1.6679	NaN	0.396256	1.04181	-28.8038	-0.13887	0.606598	-0.408898	0	93.5224	-14.1924	32.1032	79.9415	121.916	170.989	256.172	-0.180229	1.00822	206.66	1.01426	274.171	1.06471	-17.0036	1.06471	6.2613	1.06471	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800010019	899999999	899999999	89999	89999	89	89	2	1	0	5	17	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.853612	1.00986	0.220143	1.13166	0.00882129	811.239	NaN	NaN	0.175869	-0.0170036	6.2613	NaN	NaN	297.087	101515	24.41	407.601	17.1056	15.2163	73.5407	447.857	0.150534	0.000574735	0.000506228	0.000017009	3.35777E-05	9999.99	9999.99	9999.99	101466	0	297.266	59	
DATA	2021-05-28T120000_smart3-00433.ghg	28/05/2021	12:30:00	148.5207	1	18000	18000	-0.161827	0	NaN	195.394	0	NaN	326.239	0	NaN	-6.77658	0.146374128	NaN	7.45306	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.73E-10	-1.56E-11	NaN	NaN	16.7589	419.527	427.042	0.1	0	702.993	17.5981	17.9133	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.813	303.119	101235	1.15586	1015.42	0.0250331	0.482958	0.0126679	1772.05	4221.15	0.0109598	41.9803	2449.1	288.76	-3.01482	-1.6821	0.122093	3.45449	4.90E-14	-2.22E-14	3.45449	6.75448	45.8548	209.159	2.02544	NaN	0.374174	1.02745	-23.6317	-0.169264	0.598929	-0.444927	0	90.3699	-13.714	31.0211	77.2469	117.806	165.225	247.537	-0.160502	1.00826	212.502	1.01382	285.989	1.06168	-17.9817	1.06168	6.53351	1.06168	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	0	3	1	10	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.793042	1.04799	0.21386	0.791497	0.0094495	887.895	NaN	NaN	0.181057	-0.0179817	6.53351	NaN	NaN	297.357	101508	24.4191	408.163	17.1217	15.2275	73.6809	399.602	0.168885	0.000559976	0.000487527	1.50543E-05	3.11421E-05	9999.99	9999.99	9999.99	101449	0	297.182	30	
DATA	2021-05-28T123000_smart3-00433.ghg	28/05/2021	13:00:00	148.5415	1	18000	18000	-0.262897	0	NaN	225.262	0	NaN	334.708	0	NaN	-8.2972	0.17921952	NaN	7.64362	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.82E-11	7.68E-13	NaN	NaN	16.7609	419.227	426.779	0	0	707.534	17.6969	18.0157	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.431	302.73	101193	1.15682	1015.46	0.0250121	0.495307	0.0127498	1781.21	4127.8	0.0110214	43.1515	2346.59	288.84	-4.26435	-1.42038	0.206066	4.4994	1.47E-14	1.09E-15	4.4994	8.3856	56.6664	198.422	2.62499	NaN	0.476717	1.33889	-42.379	-0.0943863	0.673012	-0.402253	0	91.4215	-13.8736	31.3821	78.1457	119.177	167.148	250.418	-0.260721	1.00835	241.84	1.01566	288.092	1.07324	-20.593	1.07324	6.57907	1.07324	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	5	1	0	7	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	1.14459	1.19595	0.337242	0.776538	0.00816585	632.995	NaN	NaN	0.205872	-0.020593	6.57907	NaN	NaN	297.032	101498	24.42	407.806	17.2149	15.3147	73.6894	290.482	0.245386	0.000486561	0.000428645	1.42155E-05	2.81462E-05	9999.99	9999.99	9999.99	101436	0	297.379	10	
DATA	2021-05-28T130000_smart3-00433.ghg	28/05/2021	13:30:00	148.5624	1	18000	18000	-0.335636	0	NaN	239.411	0	NaN	332.829	0	NaN	-9.9477	0.21487032	NaN	7.59677	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.93E-11	-1.64E-12	NaN	NaN	16.7388	417.611	425.025	0	0	699.241	17.4452	17.7549	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	303.871	302.196	101263	1.15978	1015.31	0.0249487	0.492271	0.0126003	1757.23	4002.85	0.0108645	43.8996	2245.61	288.629	-4.67394	-0.885555	0.26761	4.76461	9.75E-14	-2.35E-15	4.76461	8.64939	64.2428	190.728	3.21978	NaN	0.537957	1.47908	-57.3256	-0.0697769	0.71932	-0.377941	0	94.5129	-14.3427	32.4432	80.7882	123.207	172.8	258.885	-0.332824	1.00845	255.439	1.01619	284.741	1.07621	-22.6395	1.07621	6.49917	1.07621	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	6	0	0	11	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.25067	1.3123	0.395193	0.720521	0.00840733	575.589	NaN	NaN	0.216928	-0.0226395	6.49917	NaN	NaN	296.408	101494	24.42	406.427	16.9782	15.099	73.7278	458.414	0.132076	0.000595018	0.000529605	2.00089E-05	0.000039865	9999.99	9999.99	9999.99	101428	0	296.548	139	
DATA	2021-05-28T133000_smart3-00433.ghg	28/05/2021	14:00:00	148.5832	1	18000	18000	-0.262638	0	NaN	187.232	0	NaN	269.399	0	NaN	-8.30788	0.179450208	NaN	6.14966	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.21E-11	2.15E-12	NaN	NaN	16.7401	417.777	425.112	0	0	691.344	17.2536	17.5565	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	303.967	302.31	101263	1.15942	1015.2	0.0249566	0.398498	0.012458	1738.04	4029.26	0.010745	43.1355	2291.22	288.458	-4.39304	-0.597874	0.209967	4.4385	-1.76E-14	3.11E-15	4.4385	7.93495	67.5058	187.75	2.71144	NaN	0.475947	1.16824	-50.7612	-0.0788003	0.694998	-0.334215	0	92.5107	-14.0389	31.7559	79.0768	120.597	169.139	253.401	-0.260469	1.00833	200.484	1.01554	232.006	1.07256	-18.341	1.07256	5.29608	1.07256	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	6	1	2	8	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.973409	1.03673	0.326346	0.577606	0.00780091	448.822	NaN	NaN	0.170328	-0.018341	5.29608	NaN	NaN	296.615	101487	24.42	406.773	16.7992	14.935	73.7932	415.41	0.147022	0.000606158	0.000547976	0.000020306	4.04525E-05	9999.99	9999.99	9999.99	101424	0	296.492	39	
DATA	2021-05-28T140000_smart3-00433.ghg	28/05/2021	14:30:00	148.604	1	18000	18000	-0.190211	0	NaN	180.572	0	NaN	278.292	0	NaN	-7.78232	0.168098112	NaN	6.3557	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.16E-11	2.93E-12	NaN	NaN	16.7256	417.997	425.274	0	0	684.605	17.1093	17.4071	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.444	302.798	101280	1.15781	1015.14	0.0249915	0.41185	0.0123366	1723.88	4144.26	0.0106551	41.5968	2420.38	288.33	-4.11599	-0.556965	0.207378	4.15868	2.73E-14	4.28E-15	4.15868	7.57308	67.2483	187.706	2.85832	NaN	0.405321	1.08935	-32.5111	-0.123035	0.648857	-0.379042	0	89.1054	-13.5221	30.587	76.166	116.158	162.913	244.074	-0.188653	1.00826	194.629	1.01501	241.574	1.06943	-17.6835	1.06943	5.51711	1.06943	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	7	0	0	12	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.865066	1.05369	0.259944	0.734557	0.00734028	512.984	NaN	NaN	0.165593	-0.0176835	5.51711	NaN	NaN	297.217	101482	24.42	407.261	16.6698	14.8129	73.8182	471.455	0.135246	0.000537461	0.000472464	0.000015548	3.15945E-05	9999.99	9999.99	9999.99	101415	0	296.833	197	
DATA	2021-05-28T143000_smart3-00433.ghg	28/05/2021	15:00:00	148.6249	1	18000	18000	-0.206921	0	NaN	180.615	0	NaN	290.096	0	NaN	-6.93156	0.149721696	NaN	6.63026	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.69E-10	1.10E-11	NaN	NaN	16.6652	417.543	424.801	0.1	0	681.907	17.085	17.382	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	305.214	303.567	101280	1.15489	1015.15	0.0250548	0.429641	0.012288	1721.45	4331.16	0.0106399	39.7456	2609.71	288.308	-3.83014	-1.09215	0.215337	3.98863	-4.14E-14	1.62E-14	3.98863	7.06694	59.3613	195.915	3.09478	NaN	0.423284	0.992032	-37.0199	-0.10805	0.622603	-0.363957	0	90.1118	-13.6748	30.9325	77.0262	117.47	164.753	246.83	-0.205232	1.00823	195.52	1.0147	252.941	1.06754	-16.9951	1.06754	5.78105	1.06754	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	3	0	0	0	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.816019	0.892399	0.275646	0.533061	0.00580273	585.483	NaN	NaN	0.166771	-0.0169951	5.78105	NaN	NaN	298.217	101463	24.42	407.235	16.6633	14.8028	73.8906	456.586	0.146714	0.000441742	0.0003738	1.28122E-05	2.48783E-05	9999.99	9999.99	9999.99	101394	0	297.946	230	
DATA	2021-05-28T150000_smart3-00433.ghg	28/05/2021	15:30:00	148.6457	1	18000	18000	-0.224629	0	NaN	174.521	0	NaN	267.941	0	NaN	-6.49863	0.140370408	NaN	6.12583	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.97E-12	-3.27E-13	NaN	NaN	16.6241	417.043	424.31	0.1	0	682.762	17.1282	17.4267	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	305.543	303.889	101260	1.15342	1015.18	0.0250866	0.396954	0.0123034	1725.43	4411.64	0.0106668	39.1109	2686.21	288.344	-3.75153	-0.861943	0.221044	3.85562	1.60E-14	-4.80E-16	3.85562	7.5656	62.1604	192.94	3.28659	NaN	0.441305	1.11898	-43.4116	-0.0921412	0.651342	-0.337736	0	93.7477	-14.2266	32.1806	80.1341	122.21	171.401	256.789	-0.222796	1.00822	188.262	1.01447	233.314	1.06607	-16.1278	1.06607	5.33416	1.06607	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	2	0	0	2	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.906108	1.06045	0.271405	0.623333	0.0065063	559.723	NaN	NaN	0.160779	-0.0161278	5.33416	NaN	NaN	298.681	101448	24.4249	406.921	16.7127	14.847	73.9098	376.766	0.17853	0.000362654	0.000284366	5.51847E-06	1.53404E-05	9999.99	9999.99	9999.99	101373	0	298.432	224	
DATA	2021-05-28T153000_smart3-00433.ghg	28/05/2021	16:00:00	148.6665	1	18000	18000	-0.25969	0	NaN	168.103	0	NaN	240.847	0	NaN	-7.03433	0.151941528	NaN	5.5017	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.19E-11	-4.89E-13	NaN	NaN	16.6435	416.3	423.538	0.1	0	683.233	17.0895	17.3866	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.661	303.016	101267	1.15683	1015.13	0.0250127	0.35651	0.0123119	1721.67	4196.62	0.0106427	41.0251	2474.95	288.31	-4.28991	-0.863054	0.242379	4.38257	-5.88E-15	-7.16E-16	4.38257	7.79386	63.8613	191.375	3.17038	NaN	0.473797	1.15246	-55.7758	-0.0717157	0.697965	-0.302127	0	94.4413	-14.3318	32.4186	80.727	123.114	172.669	258.689	-0.257549	1.00831	180.009	1.01543	207.684	1.07193	-16.0227	1.07193	4.74415	1.07193	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	14	1	0	1	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.990792	1.00701	0.30713	0.455594	0.00489913	409.812	NaN	NaN	0.153285	-0.0160227	4.74415	NaN	NaN	297.704	101444	24.44	406.084	16.6701	14.8085	73.8698	424.373	0.146765	0.000398099	0.000330123	9.1354E-06	1.97123E-05	9999.99	9999.99	9999.99	101366	0	297.837	26	
DATA	2021-05-28T160000_smart3-00433.ghg	28/05/2021	16:30:00	148.6873	1	18000	18000	-0.25945	0	NaN	152.179	0	NaN	204.881	0	NaN	-6.75622	0.145934352	NaN	4.67756	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.72E-11	-3.18E-12	NaN	NaN	16.6449	415.569	422.817	0.1	0	686.607	17.1424	17.4414	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.102	302.455	101267	1.15896	1015.15	0.0249668	0.303106	0.0123727	1726.96	4063.17	0.0106757	42.5028	2336.21	288.358	-4.3053	-0.89549	0.201469	4.40205	2.53E-14	-4.64E-15	4.40205	8.17058	63.412	191.75	2.62318	NaN	0.473144	1.18181	-61.3572	-0.065192	0.742765	-0.273379	0	96.0278	-14.5726	32.9632	82.0831	125.182	175.569	263.035	-0.257309	1.00832	162.132	1.01547	175.84	1.07215	-14.7444	1.07215	4.01452	1.07215	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	3	1	0	8	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.00106	1.06876	0.293789	0.392788	0.00448556	305.344	NaN	NaN	0.137808	-0.0147444	4.01452	NaN	NaN	297.065	101439	24.4458	405.261	16.7173	14.8537	73.8238	464.374	0.12231	0.000438523	0.000368754	1.10957E-05	2.23003E-05	9999.99	9999.99	9999.99	101364	0	297.072	227	
DATA	2021-05-28T163000_smart3-00433.ghg	28/05/2021	17:00:00	148.7082	1	18000	18000	-0.227102	0	NaN	115.238	0	NaN	169.888	0	NaN	-4.90542	0.105957072	NaN	3.87774	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.91E-11	-3.22E-12	NaN	NaN	16.6295	414.853	421.982	0.1	0	677.268	16.8957	17.1861	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	303.836	302.215	101259	1.1599	1015	0.0249468	0.251277	0.0122044	1702.12	4007.2	0.0105219	42.4765	2305.08	288.133	-4.37035	0.0590332	0.215893	4.37608	4.82E-14	-4.75E-15	4.37608	7.71535	75.6291	179.226	2.82782	NaN	0.442486	1.11355	-66.2675	-0.0603614	0.678316	-0.221211	0	91.8028	-13.9314	31.5129	78.4716	119.674	167.845	251.462	-0.22523	1.00831	123.652	1.01542	146.868	1.07186	-11.0946	1.07186	3.35231	1.07186	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	9	0	0	0	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.943257	0.996298	0.287542	0.275141	0.00326272	278.159	NaN	NaN	0.10503	-0.0110946	3.35231	NaN	NaN	296.751	101442	24.45	404.449	16.4722	14.625	73.8535	593.324	0.0978321	0.000519065	0.000449619	1.29493E-05	2.81854E-05	9999.99	9999.99	9999.99	101374	0	296.773	2	
DATA	2021-05-28T170000_smart3-00433.ghg	28/05/2021	17:30:00	148.729	1	18000	18000	-0.225703	0	NaN	86.4728	0	NaN	144.336	0	NaN	-3.44048	0.074314368	NaN	3.29404	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.34E-10	-5.30E-12	NaN	NaN	16.6505	415.124	422.074	0.1	0	660.416	16.4652	16.7409	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	303.651	302.071	101259	1.16064	1014.76	0.0249316	0.213453	0.0119007	1658.98	3974.26	0.0102536	41.7431	2315.28	287.735	-4.13548	-0.0737271	0.211522	4.14154	-4.15E-14	-8.03E-15	4.14154	7.62897	73.9794	181.021	2.92756	NaN	0.440981	1.06221	-87.4064	-0.0457632	0.599109	-0.166494	0	93.55	-14.1966	32.1127	79.9651	121.952	171.039	256.248	-0.223854	1.00826	93.8432	1.01498	126.199	1.06924	-8.27508	1.06924	2.88013	1.06924	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	4	0	0	2	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.976848	0.875127	0.272441	0.164371	0.00183894	214.482	NaN	NaN	0.0796787	-0.00827508	2.88013	NaN	NaN	296.53	101412	24.4226	404.777	16.0549	14.2247	73.866	410.668	0.155714	0.000567468	0.000505239	1.77244E-05	3.72062E-05	9999.99	9999.99	9999.99	101353	0	296.501	171	
DATA	2021-05-28T173000_smart3-00433.ghg	28/05/2021	18:00:00	148.7498	1	18000	18000	-0.2917	0	NaN	55.0328	0	NaN	114.619	0	NaN	-2.05157	0.044313912	NaN	2.61335	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.00E-11	1.54E-12	NaN	NaN	16.703	415.448	422.218	0.1	0	644.647	16.0341	16.2954	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	302.631	301.098	101158	1.16341	1014.5	0.0248727	0.169345	0.0116165	1614.15	3755.91	0.00998488	42.9763	2141.76	287.311	-4.76433	0.482485	0.266204	4.79609	6.89E-15	2.39E-15	4.79609	8.61531	80.5708	174.217	3.18179	NaN	0.500727	1.27486	-200.905	-0.0199099	0.480138	-0.0931185	0	93.8142	-14.2367	32.2034	80.1909	122.296	171.522	256.972	-0.289253	1.00846	60.9412	1.01626	100.701	1.07657	-5.3118	1.07657	2.29603	1.07657	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	12	0	0	7	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.32827	0.872658	0.348798	0.259009	0.00170918	113.938	NaN	NaN	0.0516329	-0.0053118	2.29603	NaN	NaN	295.454	101439	24.42	404.471	15.6106	13.7974	73.8324	271.501	0.263506	0.000528716	0.000476883	1.85079E-05	3.40933E-05	9999.99	9999.99	9999.99	101362	0	295.913	206	
DATA	2021-05-28T180000_smart3-00433.ghg	28/05/2021	18:30:00	148.7707	1	18000	18000	-0.270016	0	NaN	29.4472	0	NaN	70.9596	0	NaN	-0.594835	0.012848436	NaN	1.61649	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.08E-11	1.20E-12	NaN	NaN	16.7652	415.756	422.635	0.1	0	656.326	16.2761	16.5454	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	301.75	300.199	101164	1.16686	1014.6	0.0247988	0.104749	0.011827	1638.49	3563.52	0.0101357	45.9795	1925.03	287.543	-4.41246	-0.303068	0.229414	4.4288	-1.74E-13	1.84E-15	4.4288	8.33514	71.051	183.929	2.96928	NaN	0.481044	1.50455	-332.924	-0.0120148	0.414986	-0.0517062	0	93.4131	-14.1758	32.0657	79.8481	121.773	170.789	255.873	-0.267786	1.00833	33.1983	1.01552	62.8686	1.07245	-2.47343	1.07245	1.43218	1.07245	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	11	1	3	25	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.16357	1.52014	0.325381	0.238666	0.00179194	701.984	NaN	NaN	0.0280414	-0.00247343	1.43218	NaN	NaN	294.504	101461	24.42	404.582	15.8377	14.0151	73.6144	632.868	0.0945201	0.000616881	0.000569652	2.56407E-05	4.42241E-05	9999.99	9999.99	9999.99	101384	0	295.048	227	
DATA	2021-05-28T183000_smart3-00433.ghg	28/05/2021	19:00:00	148.7915	0	18000	18000	-0.153843	1	NaN	5.50891	0	NaN	32.5697	0	NaN	1.89493	-0.040930488	NaN	0.741222	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.63E-11	-6.57E-13	NaN	NaN	16.8397	416.263	423.372	0	0	679.225	16.7898	17.0765	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	300.781	299.185	101164	1.17059	1014.86	0.0247191	0.0480312	0.0122396	1689.93	3356.93	0.0104559	50.3413	1667.01	288.021	-2.97545	0.185636	0.159591	2.98551	4.58E-15	-9.68E-16	2.98551	8.82397	78.0602	176.43	3.06422	NaN	0.362524	1.30288	-761.74	-0.00525113	0.169142	-0.0127913	0	93.8717	-14.2454	32.2231	80.2401	122.371	171.627	257.129	-0.152553	1.00846	7.38352	1.0132	29.8698	1.05669	1.25578	1.05669	0.679778	1.05669	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800001019	800011019	899999999	899999999	89999	89999	89	89	0	10	0	1	71	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.96036	0.462852	0.182549	0.00851276	0.00193692	106.033	NaN	NaN	0.00621513	0.00125578	0.679778	NaN	NaN	293.456	101466	24.4258	404.922	16.3324	14.4994	73.0059	631.945	0.0875593	0.000696814	0.000671194	3.62556E-05	5.70494E-05	9999.99	9999.99	9999.99	101411	0	294.059	71	
